+-------------+---------------------+
|    date     |      avg_price      |
| 2019-09-08  | 63.92776110620777   |
| 2019-09-09  | 54.7388991531946    |
| 2019-09-10  | 52.44415171093553   |
| 2019-09-11  | 52.311807078763536  |
| 2019-09-12  | 61.87739297848233   |
| 2019-09-13  | 62.132546005124745  |
| 2019-09-14  | 52.655745960165504  |
| 2019-09-15  | 61.455486207857064  |
| 2019-09-16  | 44.19144566301109   |
| 2019-09-17  | 42.52062780269071   |
| 2019-09-18  | 43.466224066390204  |
| 2019-09-19  | 48.33744912446785   |
| 2019-09-20  | 53.128897676718005  |
| 2019-09-21  | 43.681632165605045  |
| 2019-09-22  | 53.565957324106265  |
| 2019-09-23  | 43.837103448275926  |
| 2019-09-24  | 42.81969393139847   |
| 2019-09-25  | 43.09470710212565   |
| 2019-09-26  | 47.9069272637311    |
| 2019-09-27  | 52.900118460020025  |
| 2019-09-28  | 42.81835931091055   |
| 2019-09-29  | 53.11238273921211   |
| 2019-09-30  | 43.46015942825741   |
| 2019-10-01  | 43.10170278637769   |
| 2019-10-02  | 42.644629186602835  |
| 2019-10-03  | 44.916528436019014  |
| 2019-10-04  | 49.83346354166673   |
| 2019-10-05  | 40.83238241308792   |
| 2019-10-06  | 51.597841726618746  |
| 2019-10-07  | 44.124655978623885  |
| 2019-10-08  | 42.69068181818179   |
| 2019-10-09  | 42.67205508474576   |
| 2019-10-10  | 44.7534987893463    |
| 2019-10-11  | 49.586354581673355  |
| 2019-10-12  | 41.57418023887075   |
| 2019-10-13  | 52.652782685512285  |
| 2019-10-14  | 43.87341880341878   |
| 2019-10-15  | 42.863939720129125  |
| 2019-10-16  | 42.029483944954094  |
| 2019-10-17  | 44.56054687499995   |
| 2019-10-18  | 49.959153543307025  |
| 2019-10-19  | 41.107323232323246  |
| 2019-10-20  | 51.13026315789474   |
| 2019-10-28  | 76.81521739130434   |
| 2019-10-29  | 76.37894736842105   |
| 2019-10-30  | 69.83118279569895   |
| 2019-10-31  | 83.80967741935483   |
| 2019-11-01  | 70.88086419753087   |
| 2019-11-02  | 58.20984848484849   |
| 2019-11-03  | 77.2301282051282    |
| 2019-11-04  | 68.95677083333334   |
+-------------+---------------------+
|    date     |      avg_price      |
+-------------+---------------------+
| 2019-11-05  | 57.038271604938274  |
| 2019-11-06  | 67.50204081632654   |
| 2019-11-07  | 72.72779166666665   |
| 2019-11-08  | 74.56807017543854   |
| 2019-11-09  | 65.06256965944273   |
| 2019-11-10  | 76.2887179487179    |
| 2019-11-11  | 68.54056603773581   |
| 2019-11-12  | 68.00602988260404   |
| 2019-11-13  | 71.61246006389777   |
| 2019-11-14  | 69.25068027210897   |
| 2019-11-15  | 73.36660550458717   |
| 2019-11-16  | 56.99271844660192   |
| 2019-11-17  | 69.78784747847475   |
| 2019-11-18  | 60.196621480709084  |
| 2019-11-19  | 58.44895000000008   |
| 2019-11-20  | 62.58302443991849   |
| 2019-11-21  | 64.88673319327738   |
| 2019-11-22  | 71.34781045751627   |
| 2019-11-23  | 57.029543973941365  |
| 2019-11-24  | 69.03137931034482   |
| 2019-11-25  | 57.40298000000004   |
| 2019-11-26  | 60.53873598369016   |
| 2019-11-27  | 65.83514161220039   |
| 2019-11-28  | 62.59299591002045   |
| 2019-11-29  | 68.34545846817684   |
| 2019-11-30  | 55.9133492822966    |
| 2019-12-01  | 60.31684869169514   |
| 2019-12-02  | 52.91659707724434   |
| 2019-12-03  | 55.94175287356331   |
| 2019-12-04  | 59.02364457831335   |
| 2019-12-05  | 65.56124877089476   |
| 2019-12-06  | 63.561048034934494  |
| 2019-12-07  | 49.157989510489465  |
| 2019-12-08  | 66.69419703103918   |
| 2019-12-09  | 66.92223899371062   |
| 2019-12-10  | 57.2146703296704    |
| 2019-12-11  | 58.00011398963732   |
| 2019-12-12  | 57.71444444444444   |
| 2019-12-13  | 61.86513071895427   |
| 2019-12-14  | 51.49223801065721   |
| 2019-12-15  | 56.254593837535005  |
| 2019-12-16  | 50.000490196078424  |
| 2019-12-17  | 47.55202702702703   |
| 2019-12-18  | 47.2710843373494    |
| 2019-12-19  | 48.29868421052631   |
| 2019-12-20  | 50.446875000000006  |
| 2019-12-21  | 49.93823529411765   |
| 2019-12-22  | 52.99507042253523   |
| 2019-12-23  | 51.85555555555556   |
| 2019-12-24  | 56.496875           |
| 2019-12-25  | 42.320454545454545  |
| 2019-12-26  | 49.47894736842105   |
| 2019-12-27  | 49.61647058823529   |
| 2019-12-28  | 51.44375            |
| 2019-12-29  | 52.50531914893619   |
| 2019-12-30  | 49.75714285714287   |
| 2019-12-31  | 52.3702380952381    |
| 2020-01-01  | 42.516216216216215  |
| 2020-01-02  | 47.531506849315065  |
| 2020-01-03  | 51.08428571428572   |
| 2020-01-04  | 54.65909090909091   |
| 2020-01-05  | 52.7409090909091    |
| 2020-01-06  | 50.85434782608696   |
| 2020-01-07  | 47.19714285714285   |
| 2020-01-08  | 46.58               |
| 2020-01-09  | 51.285714285714285  |
| 2020-01-10  | 53.55               |
| 2020-01-30  | 74.86465116279071   |
| 2020-01-31  | 77.30124137931037   |
| 2020-02-01  | 70.72299684542587   |
| 2020-02-02  | 79.68631284916202   |
| 2020-02-03  | 69.5269864698647    |
| 2020-02-04  | 67.1607700312175    |
| 2020-02-05  | 68.25117437722426   |
| 2020-02-06  | 70.99259895444361   |
| 2020-02-07  | 73.94117236566645   |
| 2020-02-08  | 61.54163023679416   |
| 2020-02-09  | 70.4723461304083    |
| 2020-02-10  | 62.77216118865387   |
| 2020-02-11  | 60.87891313131314   |
| 2020-02-12  | 62.41064233064226   |
| 2020-02-13  | 64.26530650738745   |
| 2020-02-14  | 68.9132554112551    |
| 2020-02-15  | 57.589071729957766  |
| 2020-02-16  | 68.99505670816022   |
| 2020-02-17  | 61.16947094732056   |
| 2020-02-18  | 59.439051018265474  |
| 2020-02-19  | 61.52627519379811   |
| 2020-02-20  | 65.21834840810389   |
| 2020-02-21  | 68.20328122255373   |
| 2020-02-22  | 57.16096336499296   |
| 2020-02-23  | 63.501362781954654  |
| 2020-02-24  | 58.01395285461209   |
| 2020-02-25  | 54.92173631223272   |
| 2020-02-26  | 58.04990001298507   |
| 2020-02-27  | 62.28600098135407   |
| 2020-02-28  | 64.09192152053923   |
| 2020-02-29  | 51.22453140096626   |
| 2020-03-01  | 64.84042368619538   |
| 2020-03-02  | 57.43240842195695   |
+-------------+---------------------+
|    date     |      avg_price      |
+-------------+---------------------+
| 2020-03-03  | 52.71077998292764   |
| 2020-03-04  | 53.88886025259232   |
| 2020-03-05  | 57.568984105706676  |
| 2020-03-06  | 60.48960885327251   |
| 2020-03-07  | 48.81865369340757   |
| 2020-03-08  | 60.561516350760215  |
| 2020-03-09  | 50.37275089684102   |
| 2020-03-10  | 49.027431240269436  |
| 2020-03-11  | 51.59926060405979   |
| 2020-03-12  | 56.654725715184014  |
| 2020-03-13  | 59.749706501998155  |
| 2020-03-14  | 50.23402674441997   |
| 2020-03-15  | 60.17811281724939   |
| 2020-03-16  | 52.179329120731154  |
| 2020-03-17  | 51.00200054160149   |
| 2020-03-18  | 53.32900027203454   |
| 2020-03-19  | 56.57990888692466   |
| 2020-03-20  | 58.072808966605976  |
| 2020-03-21  | 49.21658327178718   |
| 2020-03-22  | 59.65664354441737   |
| 2020-03-23  | 49.72295639040926   |
| 2020-03-24  | 49.12249138201178   |
| 2020-03-25  | 51.55855722928728   |
| 2020-03-26  | 55.08367901084929   |
| 2020-03-27  | 58.08882616910809   |
| 2020-03-28  | 49.85289534499804   |
| 2020-03-29  | 57.481437022901034  |
| 2020-03-30  | 49.908483674896196  |
| 2020-03-31  | 50.30518247377606   |
| 2020-04-01  | 52.22548438269234   |
| 2020-04-02  | 54.57319660837334   |
| 2020-04-03  | 57.07402551954396   |
| 2020-04-04  | 53.01041809982468   |
| 2020-04-05  | 54.39277309835433   |
| 2020-04-06  | 51.38831988261185   |
| 2020-04-07  | 50.68367601246128   |
| 2020-04-08  | 55.741021090112554  |
| 2020-04-09  | 57.52366190785251   |
| 2020-04-10  | 52.97844269466314   |
| 2020-04-11  | 53.39883092094838   |
| 2020-04-12  | 58.158716503675     |
| 2020-04-13  | 56.16186858217228   |
| 2020-04-14  | 52.667863032301554  |
| 2020-04-15  | 52.62771974397784   |
| 2020-04-16  | 53.8656942755706    |
| 2020-04-17  | 54.822103127474406  |
| 2020-04-18  | 53.12128858865445   |
| 2020-04-19  | 55.95932568603888   |
| 2020-04-20  | 52.77572094852755   |
| 2020-04-21  | 52.004650988096486  |
| 2020-04-22  | 53.63707311264569   |
| 2020-04-23  | 55.02479271318769   |
| 2020-04-24  | 55.83892495050735   |
| 2020-04-25  | 54.240125199563415  |
| 2020-04-26  | 56.68350999568575   |
| 2020-04-27  | 53.790501260840166  |
| 2020-04-28  | 53.67386041160704   |
| 2020-04-29  | 55.00692411376183   |
| 2020-04-30  | 56.14933437337523   |
| 2020-05-01  | 58.38083743842411   |
| 2020-05-02  | 55.23468428372803   |
| 2020-05-03  | 58.30794094854349   |
| 2020-05-04  | 54.56239308708919   |
| 2020-05-05  | 54.35796198810447   |
| 2020-05-06  | 54.62891773432245   |
| 2020-05-07  | 55.3759454191034    |
| 2020-05-08  | 56.32973092665966   |
| 2020-05-09  | 55.30086014566307   |
| 2020-05-10  | 56.60456268572849   |
| 2020-05-11  | 55.25006142086969   |
| 2020-05-12  | 54.424729672501435  |
| 2020-05-13  | 54.9909233498935    |
| 2020-05-14  | 56.023970397653926  |
| 2020-05-15  | 56.57895700636988   |
| 2020-05-16  | 55.73189470639336   |
| 2020-05-17  | 57.750643836741865  |
| 2020-05-18  | 55.17731405542996   |
| 2020-05-19  | 54.64656765440925   |
| 2020-05-20  | 55.2283541637411    |
| 2020-05-21  | 55.72230477261576   |
| 2020-05-22  | 56.492537493780986  |
| 2020-05-23  | 55.22690905565315   |
| 2020-05-24  | 57.43979242776528   |
| 2020-05-25  | 55.64854836425466   |
| 2020-05-26  | 54.83369090386574   |
| 2020-05-27  | 55.29286253024061   |
| 2020-05-28  | 55.98962138084648   |
| 2020-05-29  | 57.25861206473815   |
| 2020-05-30  | 56.034011201236446  |
| 2020-05-31  | 57.4278555075047    |
| 2020-06-01  | 66.04807470078559   |
| 2020-06-02  | 66.84063380281833   |
| 2020-06-03  | 67.45062280157408   |
| 2020-06-04  | 68.21040327662406   |
| 2020-06-05  | 67.92863808886044   |
| 2020-06-06  | 68.8555806355809    |
| 2020-06-07  | 70.64978751660087   |
| 2020-06-08  | 69.42841816936911   |
| 2020-06-09  | 69.57328029375881   |
| 2020-06-10  | 70.26829696513781   |
+-------------+---------------------+
|    date     |      avg_price      |
+-------------+---------------------+
| 2020-06-11  | 70.39588157894826   |
| 2020-06-12  | 69.81966420034215   |
| 2020-06-13  | 71.97299090219867   |
| 2020-06-14  | 75.29691960931633   |
| 2020-06-15  | 76.94879665155246   |
| 2020-06-16  | 77.292471387697     |
| 2020-06-17  | 76.83710440160078   |
| 2020-06-18  | 76.26672834937106   |
| 2020-06-19  | 76.231031090122     |
| 2020-06-20  | 75.79733850129138   |
| 2020-06-21  | 75.35088539104724   |
| 2020-06-22  | 77.23287253983109   |
| 2020-06-23  | 76.78149688149638   |
| 2020-06-24  | 76.16407303370707   |
| 2020-06-25  | 76.9994518176564    |
| 2020-06-26  | 77.2978003939585    |
| 2020-06-27  | 76.17529358626882   |
| 2020-06-28  | 76.35436720142556   |
| 2020-06-29  | 75.11992537313373   |
| 2020-06-30  | 72.53291284403625   |
| 2020-07-01  | 70.85418340026723   |
| 2020-07-02  | 68.47344057780654   |
| 2020-07-03  | 67.62694010416637   |
| 2020-07-04  | 66.11535714285694   |
| 2020-07-05  | 65.20336294416221   |
| 2020-07-06  | 63.805942947701766  |
| 2020-07-07  | 62.032859848484655  |
| 2020-07-08  | 62.729676832043474  |
| 2020-07-09  | 61.705192064161835  |
| 2020-07-10  | 60.979827247742215  |
| 2020-07-11  | 61.19488192552207   |
| 2020-07-12  | 61.05641835016825   |
| 2020-07-13  | 61.44165522226207   |
| 2020-07-14  | 60.81445195195178   |
| 2020-07-15  | 61.23724150943379   |
| 2020-07-16  | 60.69190878999617   |
| 2020-07-17  | 59.139072847681916  |
| 2020-07-18  | 60.27736818588009   |
| 2020-07-19  | 60.61458915365626   |
| 2020-07-20  | 60.597676134267516  |
| 2020-07-21  | 58.296254143646266  |
| 2020-07-22  | 60.374701715137746  |
| 2020-07-23  | 60.32240873165213   |
| 2020-07-24  | 59.87122767008722   |
| 2020-07-25  | 58.71284064665121   |
| 2020-07-26  | 60.57120582120565   |
| 2020-07-27  | 59.806135084427574  |
| 2020-07-28  | 59.626539589442615  |
| 2020-07-29  | 59.19136669156072   |
| 2020-07-30  | 59.780138888888686  |
| 2020-07-31  | 60.10068014705871   |
| 2020-08-01  | 58.48250578971741   |
| 2020-08-02  | 58.61591293322045   |
| 2020-08-03  | 58.400276446737784  |
| 2020-08-04  | 57.44680439727052   |
| 2020-08-05  | 56.86980500367911   |
| 2020-08-06  | 58.16596511186938   |
| 2020-08-07  | 58.518601834862196  |
| 2020-08-08  | 57.75777829529568   |
| 2020-08-09  | 59.201911955114305  |
| 2020-08-10  | 57.7362849584277    |
| 2020-08-11  | 57.071764053254356  |
| 2020-08-12  | 57.07896616541348   |
| 2020-08-13  | 57.84052830188666   |
| 2020-08-14  | 57.01533879374519   |
| 2020-08-15  | 58.133934579439156  |
| 2020-08-16  | 59.06021523891505   |
| 2020-08-17  | 58.27848806366028   |
| 2020-08-18  | 56.857168241965795  |
| 2020-08-19  | 56.71505983545244   |
| 2020-08-20  | 58.09128676470575   |
| 2020-08-21  | 57.98497936210117   |
| 2020-08-22  | 57.379310344827545  |
| 2020-08-23  | 59.51862478777587   |
| 2020-08-24  | 57.99371003717462   |
| 2020-08-25  | 57.28599773670304   |
| 2020-08-26  | 56.70874810892577   |
| 2020-08-27  | 58.28923908989164   |
| 2020-08-28  | 59.513687915525836  |
| 2020-08-29  | 59.70802831672776   |
| 2020-08-30  | 61.84753352490413   |
| 2020-08-31  | 60.72729805013906   |
| 2020-09-01  | 60.40453093812354   |
| 2020-09-02  | 61.38298538622112   |
| 2020-09-03  | 62.256529928840315  |
| 2020-09-04  | 62.48489754098345   |
| 2020-09-05  | 60.34452959830856   |
| 2020-09-06  | 63.2690531716417    |
| 2020-09-07  | 61.99752712477379   |
| 2020-09-08  | 62.477987278509644  |
| 2020-09-09  | 63.59219693450993   |
| 2020-09-10  | 65.6857109448081    |
| 2020-09-11  | 65.87968533086526   |
| 2020-09-12  | 63.6418238993711    |
| 2020-09-13  | 65.79181626187955   |
| 2020-09-14  | 65.77146739130427   |
| 2020-09-15  | 65.35163893091263   |
| 2020-09-16  | 64.633908045977     |
| 2020-09-17  | 65.99092307692305   |
| 2020-09-18  | 64.22964407606037   |
+-------------+---------------------+
|    date     |      avg_price      |
+-------------+---------------------+
| 2020-09-19  | 62.6866606170599    |
| 2020-09-20  | 65.67795318454003   |
| 2020-09-21  | 67.75324566312254   |
| 2020-09-22  | 68.13537810682176   |
| 2020-09-23  | 66.2188019966723    |
| 2020-09-24  | 68.95209205020922   |
| 2020-09-25  | 67.17742903930143   |
| 2020-09-26  | 65.0661821705427    |
| 2020-09-27  | 66.1903350515465    |
| 2020-09-28  | 67.32094207511146   |
| 2020-09-29  | 64.94176153385268   |
| 2020-09-30  | 64.55334859759594   |
| 2020-10-01  | 64.44509594882727   |
| 2020-10-02  | 62.24108641975314   |
| 2020-10-03  | 57.63197522816169   |
| 2020-10-04  | 60.10969551282054   |
| 2020-10-05  | 56.796626719928966  |
| 2020-10-06  | 54.17861208406301   |
| 2020-10-07  | 52.229374201788055  |
| 2020-10-08  | 53.2084825986079    |
| 2020-10-09  | 54.9763554926922    |
| 2020-10-10  | 47.15466321243537   |
| 2020-10-11  | 48.897078313253076  |
| 2020-10-12  | 55.04652673663182   |
| 2020-10-13  | 50.84532101167326   |
| 2020-10-14  | 48.0238498789347    |
| 2020-10-15  | 51.04842204427696   |
| 2020-10-16  | 51.88208453410183   |
| 2020-10-17  | 45.972251784555574  |
| 2020-10-18  | 51.826046255506725  |
| 2020-10-19  | 44.07582877053263   |
| 2020-10-20  | 41.53926556420235   |
| 2020-10-21  | 41.05095862764885   |
| 2020-10-22  | 44.28265174129362   |
| 2020-10-23  | 46.85620379146926   |
| 2020-10-24  | 41.564151329243316  |
| 2020-10-25  | 47.37780256553282   |
| 2020-10-26  | 43.726736483195374  |
| 2020-10-27  | 40.05449825262109   |
| 2020-10-28  | 40.00598626104022   |
| 2020-10-29  | 43.00250128932443   |
| 2020-10-30  | 48.30839805825245   |
| 2020-10-31  | 43.52176753782667   |
| 2020-11-01  | 46.112745098039284  |
| 2020-11-02  | 52.1851380617218    |
| 2020-11-03  | 46.859351659751084  |
| 2020-11-04  | 44.82414108777596   |
| 2020-11-05  | 47.604352477477505  |
| 2020-11-06  | 48.83054635761593   |
| 2020-11-07  | 44.20990262172286   |
| 2020-11-08  | 46.940317662007644  |
| 2020-11-09  | 50.92559622850818   |
| 2020-11-10  | 46.73186234817821   |
| 2020-11-11  | 44.945462478185036  |
| 2020-11-12  | 47.947405929304466  |
| 2020-11-13  | 48.75916897506934   |
| 2020-11-14  | 43.34469126506023   |
| 2020-11-15  | 47.94437751004023   |
| 2020-11-16  | 48.61492406542062   |
| 2020-11-17  | 47.08269230769241   |
| 2020-11-18  | 48.15067583046967   |
| 2020-11-19  | 47.47614093959738   |
| 2020-11-20  | 48.29674132138864   |
| 2020-11-21  | 43.35055555555557   |
| 2020-11-22  | 48.99083062946144   |
| 2020-11-23  | 47.78609182530801   |
| 2020-11-24  | 47.52530857142863   |
| 2020-11-25  | 44.97290665176087   |
| 2020-11-26  | 48.21438706015899   |
| 2020-11-27  | 49.33027959547894   |
| 2020-11-28  | 44.47951289398282   |
| 2020-11-29  | 49.358163265306146  |
| 2020-11-30  | 47.12012950971326   |
| 2020-12-01  | 44.36795612009237   |
| 2020-12-02  | 45.70711509715989   |
| 2020-12-03  | 47.31163366336632   |
| 2020-12-04  | 48.39624999999998   |
| 2020-12-05  | 46.4125             |
+-------------+---------------------+
